id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
1554,B,A,A,C,B,C,A,E,G,F,0.651593376548348,0.7501045435081449,0.38315528990633535,0.36140828003446057,0.7436109906996919,0.7140505520295131,0.3976077316993396,0.6070615150964245,0.5928485814844088,0.711246075124381,0.3495429310033011,0.5641516145580469,0.7093616176111508,0.3011194850472388,7.911624127673305
1557,B,A,A,C,B,B,A,E,A,K,0.7677277661218581,0.2920693826890447,0.4346182358250087,0.7632652729206798,0.7465806004396629,0.6815483007438585,0.7683226766684521,0.2565861882646844,0.5881007569829424,0.3760907733979099,0.7534030939845319,0.9241212730856788,0.31744458712207324,0.3542156525955119,7.028561993025184
1560,A,A,A,A,B,B,A,E,C,F,0.521065724033149,0.7488001481079762,0.6216847185442901,0.1804490322233508,0.2728770713599093,0.3776668271581449,0.751927234644795,0.7359205701588925,0.4621983245800565,0.4166183159960648,0.7055915399973063,0.7961980868907069,0.33070464990928794,0.6703931469104738,8.105352211927082
1563,A,B,A,C,B,B,A,E,C,I,0.5126318477280254,0.6943112588404399,0.5937853880912779,0.23362496295064886,0.27909033028085245,0.4541744225452897,0.3833530496460783,0.6830560815710218,0.14613369251358846,0.3833982447070718,0.3252075655455674,0.41576622552696935,0.6697167539239142,0.4914742712285954,8.141877722766406
1565,A,B,A,A,B,B,A,E,E,G,0.3388466271081242,0.055661664659552273,0.5443295609587266,0.7878436089284132,0.7808156409638829,0.43007068106543817,0.32887517672153377,0.3280500986736626,0.19288926765551834,0.5391320640776693,0.4534470597819995,0.2796447664798465,0.28324667480419674,0.3818966984695465,6.476348218558896
1566,A,B,A,C,B,B,A,E,E,I,0.4184688476875593,0.7705318822580325,0.5415830230320721,0.8031336390886876,0.4172167476294554,0.2640821658704169,0.3598617541431737,0.3596209862437001,0.3347971621922633,0.5133079867081828,0.4411975624577665,0.32585939977570944,0.3191828608096957,0.42442950382385897,5.840009434745669
1570,A,B,A,C,B,B,A,E,C,F,0.4834572128070265,0.7930865677235356,0.7768560228115657,0.5598532800095256,0.8835512231984822,0.36776309047596817,0.19066062961806746,0.32022357831107945,0.33215102881347364,0.3974809669336817,0.33250735270718146,0.4027596580886119,0.4668077230777955,0.3488359497245723,8.0527041755524
1571,A,B,A,A,B,D,A,E,E,F,0.3015934648589029,0.6934622136632511,0.3677522195552531,0.15876419054438,0.22725876974725026,0.7658307424068752,0.3382738174552601,0.27761568464654496,0.4342620719965865,0.30061962974837475,0.20267629050242095,0.323284274699432,0.7043306869931254,0.7553008255856236,6.173797650793606
1572,A,B,B,C,B,B,A,E,D,B,0.4824374095645406,0.6710731494048718,0.4658822050650684,0.34558011235058433,0.673280167736083,0.22106832125873305,0.2573364495093644,0.4583245001435072,0.18547931094377806,0.2109715052841296,0.3537860854045328,0.1803849402902694,0.2745276962630071,0.7412973654488997,8.413197405759279
1573,B,B,A,D,B,D,A,E,A,F,0.8276334562263629,0.6538355632868921,0.4355680297145446,0.5694900870087239,0.6871339590493301,0.8018709845559054,0.6837258065250855,0.6469080551673729,0.037003568592646814,0.4823590900783328,0.5227664166528243,0.7227496008599454,0.866718445114591,0.4807887138683639,8.232976016774446
1574,A,B,B,C,B,D,B,E,C,L,0.5197718469660669,0.5526572387958572,0.5476523095137031,0.4342853815340484,0.4788592739721512,0.46824706698832,0.2456687289192624,0.31408126766069083,0.6126233238018245,0.6828011416474181,0.22217430376037506,0.6880218263852206,0.746260787319015,0.7934959926700282,7.575856023016554
1577,A,A,A,D,B,B,A,E,G,I,0.3776999408975197,0.6416918777222623,0.3146087642867499,0.4665633285375411,0.28312994097709043,0.43906775635248096,0.5365242154960633,0.6077600332896272,0.4015856176020034,0.5166331036694629,0.5778652740933203,0.6344575411060347,0.3263863598685576,0.7968115706416947,7.630019129337668
1579,A,B,A,A,B,D,A,E,C,N,0.7638606525289264,0.35429809287966874,0.4362958873669992,0.2674194095577875,0.32907329372285743,0.6484005247861401,0.3476700077974977,0.6772223597120826,0.9112175825339194,0.7958319403800319,0.6393308461673244,0.7018440237021323,0.7346181824126518,0.4055270985445204,7.851114466635116
1580,A,B,A,C,B,B,A,E,A,L,0.3926667349020588,0.054257658599983334,0.32732064062816585,0.7572909600918009,0.2797185247716305,0.8618436999239492,0.9651851978124658,0.8080422674765145,0.9465095481372948,0.5363434834397915,0.26099046065153075,0.8212644496765019,0.2359522150806869,0.7002807589106502,8.296845879794319
1581,A,B,A,C,B,D,A,E,C,F,0.571583634574166,0.642935418604901,0.4597456197569652,0.24770108566701016,0.3833066728293612,0.4655750134208331,0.8627803191820361,0.2597347788948148,0.3926519741508132,0.4817972810993543,0.5671442407606099,0.6674252580888277,0.8411359660949768,0.5811060096463454,7.967165057615099
1582,A,B,B,C,B,B,A,E,E,M,0.28653179687286057,0.6764908204819629,0.5417443865466827,0.3443650368699809,0.255611473109066,0.2257543985891436,0.2852332211586786,0.3549601856610779,0.2859882015911838,0.3772721427703669,0.3551153798640468,0.3518411750105452,0.6052499683751011,0.4838508512779501,8.600554471098363
1585,A,B,B,C,B,D,A,E,G,F,0.7568525303690636,0.29584750950924,0.051985469179550436,0.7368510893596949,0.6654743767171575,0.2685838408384453,0.7689134466531589,0.4912072241319209,0.14994246738995232,0.620359562008514,0.6325038324602882,0.2506684581624192,0.6882694751511711,0.7711245273682688,8.458042294601812
1586,A,A,A,C,B,B,A,E,E,G,0.2670932441560917,0.24337271453977236,0.5094965289381918,0.4826627881106523,0.7134317110520157,0.1970818365351114,0.3908582452886307,0.2536162764395199,0.5160747215115118,0.3802669938143659,0.5675742032106449,0.6324128814946917,0.2824117057339822,0.2294617587650508,6.849574193302537
1588,A,B,A,C,B,B,A,E,C,F,0.5253985469865291,0.7115973180012456,0.31087179119179204,0.18308641241984086,0.6924725718789393,0.3544281877477234,0.38923092118333263,0.26643000852511856,0.09848964798859848,0.443028624663117,0.4746888548468806,0.4198896057744785,0.3597866999084347,0.7356196772328567,6.597601956106677
1589,A,B,A,C,B,B,A,E,E,M,0.2414185101180269,0.7964488406177843,0.5257695179530126,0.8262240732464814,0.7193243107151196,0.2107461170418877,0.33152366818273865,0.6972562211424217,0.26491529744948944,0.30739039285194625,0.2958725893808291,0.21425696994064602,0.34564804950521105,0.3893837833556776,7.702921031202207
1590,A,B,A,D,B,B,A,E,E,B,0.4540966909456228,0.41770685216204106,0.023387935412446687,0.7488801718452356,0.27011235823205804,0.21131909302852284,0.33710837651590186,0.24261830378512245,0.2047120853821074,0.4399954822443245,0.3883565514959272,0.21833049659294265,0.24212700708289456,0.3416307373346924,7.386089265913733
1591,A,A,A,C,B,C,A,E,G,I,0.6524537722343047,0.4833945800300075,0.11062098243440396,0.39750653700294303,0.7031907271892864,0.6098714556520015,0.3974960199579609,0.21474083390679588,0.5984289943818382,0.679727572673644,0.5608409357362601,0.6962503020081282,0.7037332276732997,0.2868505130419911,7.2090109965336335
1592,A,B,A,A,B,D,A,E,C,M,0.36910960556703626,0.650853983024807,0.4078231887415764,0.4460934622551132,0.2784741180089055,0.22833028444011494,0.3493717391731247,0.28165593271983314,0.4798829222732779,0.5375875888321724,0.5165483026511289,0.2862745686118157,0.6539826058862307,0.22084648201964752,7.368143734982216
1593,A,A,A,C,B,B,A,E,C,F,0.3219622125496525,0.7533737747416954,0.4984151270771532,0.4195489069171216,0.8809863857743675,0.3798860879036433,0.4358251132891983,0.2956449671845477,0.4545592278237851,0.19626408001832735,0.23818748572360676,0.3299183565382973,0.27069599614799056,0.3991533105251101,8.05417575334873
1594,A,B,A,A,B,D,A,E,C,G,0.4910471084325999,0.7543706714273142,0.6189396748958874,0.461485814172033,0.3521696537078626,0.6177124514440459,0.4291237427779057,0.5316740439959352,0.6064034339598765,0.7593627261153635,0.6949396225367086,0.6927820278452126,0.6861365946851259,0.6551525077091966,5.045975222172151
1598,A,B,A,C,B,B,A,E,C,G,0.4948693227320658,0.7532207179846802,0.474822939695317,0.4093403976413147,0.7378434197683541,0.4721616485441129,0.401596654108318,0.5773165532577313,0.3649915593284926,0.4610681133095467,0.34234195604235,0.400875003715637,0.6364513470070458,0.791818245015057,8.23750323467288
1599,A,A,A,A,B,B,A,E,C,A,0.552534481636566,0.7748739196923593,0.7872384463733801,0.20869326568869306,0.3264434873123465,0.4625051615198814,0.6716664292188365,0.4432462406098767,0.5826831594381954,0.5113391890596855,0.43218443703987663,0.9211622603820684,0.3569716236473281,0.2978039797321165,7.139685315460285
1600,A,A,A,C,B,D,A,E,E,A,0.7580424019250809,0.63683896993777,0.15493490827632214,0.811063419812409,0.4196779225468439,0.6065720708171535,0.6244184331402013,0.6093601817807719,0.9087169978687734,0.8215374282790715,0.7062144851983551,0.7969437402590819,0.3217920300028808,0.26127518308616715,8.263198196928853
1602,A,B,A,C,B,D,A,E,E,F,0.5449555463865022,0.007120220710285784,0.14548747531725764,0.7616318499015365,0.27867052381205354,0.6035366666006861,0.2904000004936748,0.6948787513240978,0.4335528615906525,0.3780259276434133,0.33518100843516274,0.5538463117086384,0.8343137979622802,0.339441060054716,8.026664158021157
1603,A,B,A,A,B,D,A,E,E,B,0.480934224979247,0.6514488896726848,0.26003438594415285,0.3892317872654503,0.2825073917309601,0.7979386475899145,0.31891556978199104,0.5780135757453955,0.426998376410516,0.4397873381356211,0.5804267866326969,0.25412816960133866,0.5162644947005073,0.3465298579002689,5.195178806963014
1605,A,A,A,C,B,D,A,E,C,K,0.6836857208569792,0.6447505423611855,0.7517684940586126,0.2367433929018841,0.4777481330542616,0.4601197531547188,0.6599646269038542,0.6832222214107003,0.5204157953032328,0.586317829090085,0.7390728936878259,0.7183117537179649,0.6484027380291832,0.2820420096033902,6.867240560817912
1606,A,B,A,C,B,D,A,E,A,F,0.4650325382479206,0.691105131308063,0.7117990993332275,0.4748533998325698,0.4259738430518548,0.3242205891366621,0.7494098842739809,0.2562045768107527,0.2671204160842243,0.5807929105913687,0.5447345775530883,0.686121048957709,0.3469318057726212,0.2771133892246582,6.394265919301565
1607,A,A,A,C,B,D,A,E,E,A,0.08289709988458294,0.24136599767669525,0.4181886363372602,0.6644947142648094,0.7566234380866652,0.23484645625383316,0.21292500083332244,0.4766176578552749,0.3081309836508031,0.19294333866106672,0.19651366070831106,0.2489999455587083,0.789328387101524,0.32598394878474296,6.957654114620271
1608,A,B,A,C,B,D,A,E,C,L,0.5295237312063659,0.6180134553117268,0.5691303169053974,0.2112627532112276,0.2766948360777549,0.664389497113303,0.41570697496715947,0.30586708770255205,0.2892734880425497,0.5472526103082389,0.20172737625808398,0.3464471548156832,0.7253225683604622,0.23420924557928574,7.181091349184277
1609,A,A,A,C,B,D,A,E,C,I,0.3392767049037783,0.7958928957549826,0.54863376762343,0.7496849802271602,0.7346169986941303,0.7007800788692211,0.388772200698522,0.2707969496273369,0.4315451835542416,0.3747018202626242,0.7341982276622573,0.6150309648624138,0.6837079359336939,0.28829106934941434,6.787129524245125
1610,B,B,A,C,B,D,A,E,E,H,0.13950160147117802,0.6187942818710509,0.4940828177680294,0.8435397497849926,0.4935942170473133,0.7158573355442249,0.4001789561991431,0.3120115434567897,0.6172625787828131,0.5107282319145545,0.3996979066054837,0.3905455915635677,0.6410632290007139,0.23190144875392585,6.616568062220509
1612,A,A,A,C,B,B,A,E,E,B,0.35399370458024715,0.5542963651836643,0.3870637050833733,0.3659897220823586,0.4150311210693862,0.21949739958222345,0.18957157657122825,0.2752742359930854,0.19079159764107245,0.2109564129515544,0.2627425428893513,0.2266780100456543,0.303438838623055,0.25122149765127616,6.681577034898693
1614,A,A,A,A,B,B,A,E,C,F,0.4657733183705482,0.7506170993018718,0.5178881785973614,0.202257102702709,0.2776829975418785,0.4222454607162356,0.7165120719222666,0.23828110091563856,0.447231073247337,0.7380387209383291,0.7181475372576674,0.3501048168237205,0.2903757665838682,0.693923732858665,6.773009616974864
1617,A,B,A,C,B,B,A,E,E,H,0.4599356534166209,0.4860683805238552,0.7699898357068602,0.5057738572301296,0.28192333598148817,0.4009999439620443,0.27672197871489695,0.27214995548752824,0.42803065722660494,0.2727316268411307,0.21933521832133915,0.4020648674897985,0.2862590180975891,0.2538156571387384,7.061614812565368
1618,A,A,A,C,B,B,A,E,C,L,0.3309342842792324,0.6397019907378536,0.9386051557261462,0.4676184098320268,0.27753070006036945,0.3863212032365963,0.4629767263310107,0.3143279263901412,0.37925412485616106,0.4256324269687386,0.4179359255108694,0.41931758834754174,0.3734357851363455,0.24415791534272685,7.046211566024191
1619,A,B,A,C,B,B,A,E,E,M,0.27602802754557243,0.07689504349538001,0.5477818031492185,0.17044229281910656,0.4946766962300644,0.21301938433512088,0.22543622166749214,0.26903285520262343,0.10627565564977212,0.3257714312533663,0.40670231705614013,0.23830157867242174,0.5568811128080776,0.28028130966483183,7.663314020929371
1621,A,B,A,C,B,D,A,E,C,L,0.9242289768682156,0.6469581496980117,0.18261946377990085,0.34542085135021905,0.2794968602766892,0.7667568587097168,0.3491323314140514,0.3272171143148499,0.33929765488164565,0.7626285227708667,0.3237109209004704,0.5276635062271418,0.6902517825973079,0.36811899817205307,8.254716362114337
1623,A,A,A,C,B,B,D,E,C,J,0.4647777553017478,0.7525513448515392,0.6327673925271257,0.16586468041092356,0.249583301983454,0.32992074186276,0.31879709050426897,0.2913345621216099,0.41541918789856,0.5229401263113976,0.47643306248454,0.383843900072504,0.3436914083883705,0.8228285652084493,7.814862023085687
1624,A,A,A,C,B,C,A,E,G,F,0.7318829788747412,0.7578756764298871,0.4701947455114157,0.20255401912975807,0.7665358037992399,0.4799572766832548,0.505597183736198,0.3113814595120067,0.6353258639354116,0.7861229381706883,0.6778515560381462,0.4452393909906677,0.6971521503397762,0.37991981022375015,8.176634150192424
1625,A,B,A,C,B,D,A,E,G,L,0.7267771723421091,0.2937212541618947,0.00980736501509541,0.2778178958389603,0.4597076943065748,0.730240938603451,0.4415832700600583,0.9040856194420269,0.8879236389502599,0.8960392794219499,0.3441590437553077,0.603037831261228,0.7245718781290308,0.7032980409765321,7.011184128176085
1627,A,B,B,C,B,B,A,E,C,I,0.4956163985996765,0.5549511655335727,0.6383446289360141,0.2048864881437324,0.412342469935079,0.43092243856753604,0.298085563042516,0.4812782967603654,0.2201645040469524,0.3331287167958895,0.3446978557204726,0.3105031308171835,0.2715727046759357,0.35376016962978685,7.726297468449184
1630,A,B,A,C,B,B,A,E,C,L,0.4856769491515452,0.24230874503692126,0.551979634291378,0.16084802313846286,0.41909495615456543,0.27390362907850163,0.32509812180048064,0.3526400952146591,0.2799826021909356,0.3644119604812627,0.16765376720032635,0.3600360203208822,0.2635803475274631,0.8050007368092672,8.279582819797005
1631,A,A,A,C,B,B,A,E,E,L,0.3545784195528741,0.486386801502702,0.4471485682241914,0.4294626069158093,0.7529417743032829,0.22775657974286576,0.3707874317054447,0.2238539772500103,0.2967407908052095,0.32367029605537284,0.21349826012037276,0.21045834516298714,0.26117664813502145,0.7009178474835238,6.970404911021752
1632,A,A,B,A,B,D,A,E,C,J,0.2917319473664907,0.4174610408011769,0.2263980026691859,0.18420467541499289,0.27839955969833324,0.8863295126938863,0.6129273705989117,0.44636379224152173,0.5054872405352406,0.8088562984591512,0.8417270509576633,0.6335550621673123,0.7864644851742124,0.4687742411720191,6.636304830330133
1634,A,A,A,C,B,D,A,E,E,H,0.7549749062520048,0.035504140419925626,0.39675825787372,0.3885109982950292,0.2791429872136276,0.8295503064694402,0.4436067665400375,0.8854554606173746,0.8842745384491364,0.6943597023845396,0.2371250449342902,0.6163448946188249,0.8132696739030962,0.27832096391428285,8.587046658095938
1638,A,A,A,C,B,C,A,D,C,F,0.6543124194982877,0.3530114977833829,0.7843002058214966,0.7564190862532243,0.7871488004747256,0.4684970738936666,0.3349435981257108,0.2765549729344134,0.6819614477561491,0.8562518036786707,0.5350912673400873,0.7456961200504801,0.7361896179601334,0.5194504151579323,7.980347622954285
1639,A,B,A,C,B,C,A,E,E,L,0.5157713643003342,0.6180610639159697,0.5500689228619337,0.2150191170357552,0.6755873643082729,0.3368006174808865,0.3609159353646337,0.26126884876432965,0.5158160810408077,0.3934262438516382,0.3098050510730009,0.4525508156226049,0.3664004093291328,0.2778277374478126,6.215086973926285
1641,A,A,A,C,B,B,A,E,G,I,0.6372345553451186,0.6555032021392406,0.6374355837948595,0.4465735027930422,0.8133180187999194,0.8758784037499401,0.6659665946880111,0.5677581112678882,0.9507522253273266,0.3727614839333165,0.6239379391245228,0.6446151399502227,0.9013885690462244,0.2988502493806903,8.198236856049228
1645,A,A,A,C,B,D,A,E,C,M,0.4626334158036257,0.7659768847278771,0.7081493749983259,0.1826082037863048,0.3435811068589448,0.4589790871987672,0.7411207980405868,0.3936147192028316,0.5440045682569894,0.6557348334553827,0.7420397130112674,0.8497327809795114,0.8848082774446551,0.6923282344182677,8.700590556167292
1649,A,B,A,A,B,B,A,E,C,I,0.462460623874519,0.7557496701459527,0.3898672280416184,0.2882918442380869,0.8721477414138198,0.4258594554138628,0.4041494484351553,0.2404467551520287,0.3468303478011902,0.3738052567318817,0.6286394008206444,0.4130024555360408,0.3400853262877084,0.2632720671039578,8.347055833273481
1650,A,A,A,C,B,A,A,E,C,I,0.5126305549341251,0.7634518669574334,0.4682756243009368,0.19148125241752972,0.8076742628311991,0.4401108320170301,0.3517535290410061,0.6293003619358468,0.4218818642199873,0.44854699330013065,0.33540825832982074,0.2127890165016042,0.34560354371784474,0.6732177416536279,7.146287245370261
1651,A,B,A,C,B,D,B,E,C,F,0.4882893918071639,0.0176262166654855,0.5479796094742642,0.7624185436765736,0.3538968457652513,0.5201135256454539,0.3917712017288571,0.7045841446914006,0.4569206966718988,0.8045865088316971,0.7244435484011684,0.8789956374462072,0.8553169504094809,0.7103163374015298,8.093042487356724
1652,A,B,A,A,B,D,A,E,C,F,0.4646182634795846,0.7476634199068037,0.4875710416170295,0.3233953706767735,0.5675974165636594,0.590648982759876,0.6231474840593209,0.4904976955214091,0.39028181442129145,0.6073198173088175,0.6304881169516722,0.3487626896756904,0.3030042827911669,0.6455838582078004,6.842939333449064
1653,A,A,A,C,B,D,A,E,C,H,0.3174921918965697,0.5546897729592356,0.4015905049771991,0.5580775550814466,0.304632516483011,0.8804135572449764,0.4166837446720586,0.6730573168897246,0.89620977711143,0.6929560184712372,0.4100009823995174,0.9205979687856392,0.7908861019374173,0.3730124666290274,8.254018793141576
1655,A,B,A,C,B,B,A,E,E,F,0.30044587541745016,0.4866067512677781,0.4755592441888183,0.3908792288270697,0.49554644193465797,0.2491797867267469,0.3135466023255132,0.7167134304788496,0.3102560569395435,0.3216744798475749,0.3409313745096821,0.36074216524971947,0.2716232580739717,0.4363317727855206,6.952332197178369
1656,A,A,A,C,B,B,A,E,C,J,0.6796922779908335,0.7031297337446372,0.6670090038711086,0.7526143506768286,0.7854851225366121,0.442759240643108,0.3809116733690471,0.5088604302038586,0.4745994231919166,0.7415958953093438,0.6311059047300484,0.6200753623767155,0.3643375533847881,0.6606763513611792,6.363353214000418
1659,A,A,A,A,B,B,A,E,C,I,0.5224399155557651,0.1101431956732986,0.33812889864769824,0.193239000073346,0.4544139561722056,0.3874655914149886,0.409615583748452,0.2863811323543547,0.3885788660893116,0.3201410586016253,0.3624257515246623,0.21292176621547587,0.3217088755427335,0.7670764871843516,7.095194201252197
1660,A,B,A,A,B,B,A,E,E,M,0.7883584054682072,0.6496872513879799,0.4750320228730139,0.9148174586182672,0.2806369601039692,0.7470163710749722,0.4258089799588478,0.5809634032027364,0.5916606032819887,0.7939528040715841,0.32697699845212536,0.24677044745365065,0.7012729188704906,0.19341052405715106,6.4814536161757
1662,A,A,A,C,B,D,A,E,G,H,0.6815251182020904,0.8094946681624259,0.2542171079738083,0.4421136396950922,0.7409286070605742,0.3779628764535563,0.4033173694155474,0.7110642786050042,0.3622386728829407,0.2964400158216964,0.7380539711289263,0.7164662782867774,0.7772063028301176,0.7290740590421351,7.0754840471447356
1663,A,A,A,C,B,D,A,E,C,L,0.4327582496282049,0.7447623675976303,0.4043414181082847,0.1782872120344989,0.2190282596975329,0.4631525451777304,0.4560381476152001,0.2905754263739088,0.4517287375691595,0.4290008050459688,0.4481952153678759,0.4241118371727352,0.6358741355467786,0.20149113403354246,7.295048357949506
1664,A,A,A,A,B,D,A,E,E,K,0.11520634868861572,0.6623395221579812,0.4824409172723029,0.33078277054717664,0.8469188567731301,0.6012373068193816,0.42246981763557895,0.2591746846405204,0.08780831327456201,0.36657636471403054,0.5736761698558969,0.22517015068813406,0.7131374680907788,0.27995899117006834,7.014055650757268
1665,A,B,A,C,B,B,A,E,G,B,0.5280039668446237,0.5539063078635277,0.3273402761771772,0.5501285741755546,0.4736414953410294,0.4594294848975482,0.35053748427382475,0.6543463386190277,0.10937811442575364,0.3753106954398881,0.5805773686705921,0.8717809127875672,0.3197350820778577,0.4448095624997753,6.237745299673382
1666,A,B,A,C,B,B,A,E,E,H,0.328490689505016,0.12631099263176968,0.3352735708833557,0.8546454665480789,0.8874863314509901,0.24940288606584698,0.2863387445752811,0.273867393315595,0.3009391211995871,0.2978862242530324,0.2686611562148273,0.19423006664527367,0.3411632150957259,0.3798405899063892,6.640338442774029
1667,A,B,A,A,B,B,A,E,C,I,0.4748015794277127,0.7734742088024554,0.6720210524309879,0.3680325031001292,0.2782527541893873,0.3563488051275598,0.3561460108265904,0.2741667681034239,0.4499858334569256,0.3006573707636205,0.593530110041708,0.3896302286282027,0.33164646479466864,0.8145274172465558,7.968641264573872
1671,A,B,A,C,B,D,A,E,G,H,0.9249804591900586,0.03319261662238368,0.30489067641127776,0.6019859999365598,0.7631367295765179,0.8857996020087028,0.620540671117089,0.6616972442916504,0.9056129751197102,0.8239526815535451,0.547626285570663,0.6628567767803802,0.8770630885753953,0.7507346923609559,7.208077083259672
1673,A,A,A,C,B,B,A,E,C,I,0.3767616647283,0.5539865361477855,0.4574049245661506,0.2067416765876928,0.7297886604872147,0.21714356428204606,0.2308722760548664,0.2378913286022137,0.3098473894827852,0.2669146614998312,0.18630342786655307,0.12864577843575842,0.3015927337629761,0.3710098467888699,7.104594396031576
1674,A,B,A,A,B,B,A,E,G,I,0.30754944884143176,0.10695945057579924,0.4313689035631121,0.346026113875745,0.8045689565260438,0.2372132581389851,0.3439568654179962,0.6074401573798268,0.2939446166131228,0.3738152453861712,0.17351508012318187,0.3971178176875705,0.37663794611348417,0.2839268805464443,6.670097652050185
1677,A,A,A,C,B,B,A,E,E,L,0.6400650720478328,0.6160086584195147,0.3293746434590406,0.8064535971961431,0.2803352736425923,0.39832128785599263,0.8783622241168864,0.5699650907982173,0.5025432146193508,0.5150221530483332,0.7340913086689315,0.8151274572559599,0.28169729647359754,0.6995021343841583,6.31724682199817
1680,A,B,A,C,B,B,A,B,E,M,0.3285336758643187,0.07924388249553714,0.4074240920630495,0.21832160099780495,0.2747676337555106,0.18352107829897493,0.23960801663165374,0.2620074801949282,0.0660289969245959,0.27091521262111884,0.17741826171564062,0.2383806736690121,0.6865915894969059,0.4009141126316829,6.437490727789629
1681,A,B,B,D,B,D,A,E,G,O,1.0444690888523624,0.2983011376976308,-0.006000623897842256,0.7439363159514774,0.2979035190011825,0.949179403402102,0.5632393418350711,0.2922585979985556,0.8563344266764317,0.8290803755681804,0.6412301569289577,0.6748608330919356,0.8493041451510533,0.7268635220735975,8.035416975927852
1682,A,B,A,C,B,B,A,E,E,F,0.3342397586976589,0.1116266362867654,0.5616167832249911,0.7472263216025709,0.4115938668733234,0.2015310887371895,0.2667487387473502,0.6494495026883288,0.2885246234111443,0.23379402744930225,0.5938711271399892,0.3210823951932259,0.36543604277711855,0.7910395177981978,6.888997795090716
1683,A,A,A,C,B,B,A,E,E,F,0.39360268384977226,0.8105952270926207,0.6381165072899762,0.5895484004317171,0.2820594268229396,0.2316677819480845,0.3652881424622112,0.2968306825460386,0.06139365575669981,0.13730693382691,0.5205247514587052,0.3785940577587416,0.3384043334399211,0.44909087183203655,7.494669340030961
1685,A,B,A,C,B,D,A,E,C,L,0.3461367222674238,0.29620989907692996,0.7374942672625668,0.3482514182063285,0.7631325189491911,0.2526042787695214,0.1337787900584107,0.6970802908667217,0.3047117119316661,0.3447253060741292,0.2699067015256713,0.3323919969446389,0.481022589699992,0.3128225396056373,7.547516892613337
1687,A,B,A,C,B,D,A,E,E,F,0.9013314992474571,0.35376973790125543,0.05251671989744962,0.6344857062052605,0.2784958797105463,0.533175548822493,0.6242628967135987,0.8914909619650584,0.9091294438678889,0.8168130222570992,0.5471684442569755,0.7823014151365205,0.8826857656581958,0.7724262553087993,8.24497771403363
1688,A,A,A,C,B,D,A,D,G,H,0.2540253071896453,0.3558744962165267,0.14563001838242426,0.2808986055655208,0.40916693456990616,0.7445908702226376,0.4942825538163176,0.26234243152679737,0.5844021093909161,0.7885234019953227,0.6392580875865339,0.7124011920466999,0.8214855093930731,0.2524137760784915,6.201896210960694
1689,A,A,A,A,B,D,A,E,C,F,0.47030713869957996,0.5512587367672246,0.3180541617904757,0.2172645069836412,0.27813712032951504,0.4325194811920496,0.7546134638095722,0.2454579153221729,0.4969234718580801,0.6462956147570943,0.6736292192792487,0.7671649666402566,0.35697449228203537,0.26105156709065075,6.873504200421818
1690,A,A,A,C,B,B,A,E,C,K,0.40279785436100224,0.4188065335171724,0.4533872037633462,0.4003375229261547,0.7818155028727661,0.1854003718181359,0.3453748170433145,0.7431167713107121,0.319920307947447,0.5692889557680775,0.5149905525762041,0.3217801585181589,0.2820015741667589,0.7152132455326108,7.037425619773543
1693,A,B,A,C,B,B,A,E,E,L,0.2770142758794745,0.7805294050492607,0.4463727303355894,0.8316285766732497,0.7658549627298693,0.2530572144014781,0.3407239678364899,0.2625875833029821,0.3055340258771868,0.16645003895838467,0.2424074383684147,0.28730813770710845,0.3575388831111762,0.7056880051112253,8.52458756875735
1694,A,B,A,C,B,D,A,E,C,M,0.4823754580051511,0.6186738618089526,0.5451876919823961,0.3722724974100821,0.29692310500835495,0.5849132790943317,0.6743356231991049,0.3296777918497248,0.4697266527791967,0.5471747207473353,0.6442977486012665,0.5901798285593479,0.3183678427990169,0.2317404974933555,6.346579330067991
1695,A,A,A,A,B,D,A,E,G,I,0.9391310361137356,0.6175042758869861,0.20244484060106804,0.7088848115088547,0.27153461272235424,0.4384160871904496,0.4730384010586234,0.7145558677178458,0.9431683646640064,0.8061988202595849,0.8044299556979909,0.6121821701126098,0.8303265089723021,0.7876234699385956,7.182322236960221
1696,A,A,A,A,B,D,A,E,C,F,0.28976682538953963,0.7735092259342179,0.7300918763307632,0.3710583985693995,0.27970387501209026,0.6113758311633934,0.2391332692508234,0.2780267602745765,0.31454555818785274,0.35674695817878965,0.6171662937723278,0.3815198247198218,0.2916609730068788,0.22473561982757415,7.95689812939336
1698,A,B,A,A,B,B,B,E,E,L,0.3464096467296597,0.6689866180618373,0.1368243213985877,0.8550283914206924,0.4352322780114637,0.4035386306200896,0.4013049808526867,0.2555497429479217,0.13615584832798758,0.24138317824600894,0.1896030708926056,0.2262225641973183,0.5345571312942379,0.3927433158887165,7.652073687322149
1701,A,A,A,A,B,B,A,E,C,F,0.4854658665567582,0.7627047698544619,0.6103087936982916,0.22377590802620312,0.853654521303342,0.4047537240731056,0.3675137619907104,0.4034462192720239,0.4417044614090833,0.44186637996658507,0.3904487648133278,0.7972611949034625,0.33141706259025344,0.8099841426948541,8.19374362741146
